,userid,following
5344,5344,[]
5345,5345,"[3497, 674, 432, 244, 612]"
5346,5346,[]
5347,5347,[]
5348,5348,[]
5349,5349,[]
5350,5350,[]
5351,5351,[]
5352,5352,[]
5353,5353,[]
5354,5354,[]
5355,5355,"[2315, 88, 852, 3484, 3278, 607, 115, 276, 16, 3463, 4011, 3311, 616, 3146, 3140, 598, 101, 522, 369]"
5356,5356,[]
5357,5357,[]
5358,5358,[]
5359,5359,[]
5360,5360,"[378, 589, 762]"
5361,5361,"[5100, 443, 5363, 5447, 5423]"
5362,5362,[]
5363,5363,"[5365, 6113, 5401, 5472]"
5364,5364,[]
5365,5365,[5983]
5366,5366,[]
5367,5367,[]
5368,5368,"[4576, 5365, 5435, 5772]"
5369,5369,[]
5370,5370,[]
5371,5371,[]
5372,5372,[]
5373,5373,[]
5374,5374,[]
5375,5375,[]
5376,5376,[5377]
5377,5377,"[5365, 5773, 5102, 5770, 6112, 5199, 5767, 5772, 5364, 6113, 5656, 5371]"
5378,5378,[]
5379,5379,[]
5380,5380,[]
5381,5381,"[5372, 5412]"
5382,5382,[]
5383,5383,[]
5384,5384,[]
5385,5385,[]
5386,5386,"[5365, 6113]"
5387,5387,[]
5388,5388,[]
5389,5389,[]
5390,5390,"[253, 5410, 3873, 994, 6048, 5365, 5379, 5374, 5423, 5796, 5368, 5431, 5447, 5767, 5373, 5774, 5369, 6113]"
5391,5391,[]
5392,5392,[]
5393,5393,[]
5394,5394,[]
5395,5395,[]
5396,5396,[]
5397,5397,[6305]
5398,5398,[]
5399,5399,[]
5400,5400,[]
5401,5401,"[5365, 5472, 5363]"
5402,5402,"[5769, 6113, 5376, 5364, 5767]"
5403,5403,[]
5404,5404,[]
5405,5405,[]
5406,5406,[5418]
5407,5407,[]
5408,5408,[]
5409,5409,[]
5410,5410,[]
5411,5411,[]
5412,5412,[]
5413,5413,"[6450, 6421, 5627]"
5414,5414,[]
5415,5415,[]
5416,5416,[]
5417,5417,[]
5418,5418,"[5983, 5406]"
5419,5419,[]
5420,5420,[6094]
5421,5421,[]
5422,5422,[]
5423,5423,[]
5424,5424,[]
5425,5425,[]
5426,5426,[]
5427,5427,[]
5428,5428,[]
5429,5429,[]
5430,5430,[]
5431,5431,[]
5432,5432,[]
5433,5433,"[6579, 5368, 5600, 5406, 5771, 5437, 5418, 3851, 5481, 5597, 5425, 5361, 6011, 6133, 5415, 6027, 6010, 5654, 5767, 5412]"
5434,5434,[]
5435,5435,[]
5436,5436,[]
5437,5437,[]
5438,5438,[]
5439,5439,[6005]
5440,5440,[302]
5441,5441,[]
5442,5442,"[5365, 5374, 4633, 5245, 6505]"
5443,5443,[5100]
5444,5444,[]
5445,5445,[]
5446,5446,[]
5447,5447,[]
5448,5448,[]
5449,5449,[]
5450,5450,[]
5451,5451,[]
5452,5452,[]
5453,5453,[]
5454,5454,[]
5455,5455,[]
5456,5456,[]
5457,5457,[]
5458,5458,[]
5459,5459,[]
5460,5460,[]
5461,5461,[]
5462,5462,[]
5463,5463,[]
5464,5464,[]
5465,5465,[]
5466,5466,[]
5467,5467,[]
5468,5468,[]
5469,5469,[]
5470,5470,[]
5471,5471,[]
5472,5472,[]
5473,5473,[]
5474,5474,[]
5475,5475,[]
5476,5476,[]
5477,5477,[]
5478,5478,[]
5479,5479,[]
5480,5480,[6171]
5481,5481,[]
5482,5482,[]
5483,5483,[]
5484,5484,[]
5485,5485,[]
5486,5486,[6325]
5487,5487,[]
5488,5488,[]
5489,5489,"[5254, 5773, 6017]"
5490,5490,[]
5491,5491,[]
5492,5492,[]
5493,5493,[]
5494,5494,[]
5495,5495,[]
5496,5496,[]
5497,5497,[]
5498,5498,[]
5499,5499,[]
5500,5500,[]
5501,5501,[]
5502,5502,"[5365, 5986, 5843, 5364, 5792, 5102, 6689, 5295]"
5503,5503,[]
5504,5504,[]
5505,5505,[]
5506,5506,"[5613, 3141, 6113]"
5507,5507,[]
5508,5508,[]
5509,5509,[]
5510,5510,[]
5511,5511,[]
5512,5512,[5910]
5513,5513,[5368]
5514,5514,[]
5515,5515,[]
5516,5516,[]
5517,5517,[]
5518,5518,[]
5519,5519,[]
5520,5520,[]
5521,5521,[]
5522,5522,[]
5523,5523,[]
5524,5524,[]
5525,5525,[]
5526,5526,[]
5527,5527,[]
5528,5528,[]
5529,5529,[]
5530,5530,[]
5531,5531,[5365]
5532,5532,[]
5533,5533,[]
5534,5534,[]
5535,5535,[]
5536,5536,[]
5537,5537,[]
5538,5538,[]
5539,5539,[]
5540,5540,[]
5541,5541,[]
5542,5542,[]
5543,5543,[]
5544,5544,[]
5545,5545,[]
5546,5546,[]
5547,5547,[]
5548,5548,[]
5549,5549,[]
5550,5550,[]
5551,5551,[]
5552,5552,[]
5553,5553,[]
5554,5554,[]
5555,5555,[]
5556,5556,[]
5557,5557,[]
5558,5558,[]
5559,5559,[]
5560,5560,[]
5561,5561,[]
5562,5562,[]
5563,5563,[5365]
5564,5564,[]
5565,5565,[]
5566,5566,[]
5567,5567,[]
5568,5568,[]
5569,5569,[]
5570,5570,[]
5571,5571,[]
5572,5572,[]
5573,5573,[]
5574,5574,[]
5575,5575,[]
5576,5576,[]
5577,5577,[]
5578,5578,[]
5579,5579,[]
5580,5580,[]
5581,5581,[]
5582,5582,[]
5583,5583,[]
5584,5584,[]
5585,5585,[197]
5586,5586,[]
5587,5587,"[6387, 5365, 5423, 6113]"
5588,5588,"[5379, 5364, 6113]"
5589,5589,[5778]
5590,5590,[]
5591,5591,[]
5592,5592,[]
5593,5593,[]
5594,5594,[]
5595,5595,[]
5596,5596,[]
5597,5597,[]
5598,5598,[]
5599,5599,[]
5600,5600,[]
5601,5601,[]
5602,5602,[]
5603,5603,[]
5604,5604,[]
5605,5605,[]
5606,5606,[]
5607,5607,[5611]
5608,5608,[]
5609,5609,[]
5610,5610,[]
5611,5611,"[5607, 594, 5606]"
5612,5612,[]
5613,5613,"[5365, 6112, 5772, 5767]"
5614,5614,[]
5615,5615,[]
5616,5616,[]
5617,5617,[]
5618,5618,[]
5619,5619,[]
5620,5620,[]
5621,5621,[]
5622,5622,[]
5623,5623,[]
5624,5624,[]
5625,5625,[]
5626,5626,[]
5627,5627,[]
5628,5628,[]
5629,5629,[]
5630,5630,[5295]
5631,5631,[]
5632,5632,[]
5633,5633,[]
5634,5634,[]
5635,5635,[]
5636,5636,[]
5637,5637,[]
5638,5638,[]
5639,5639,[]
5640,5640,[]
5641,5641,[]
5642,5642,[5425]
5643,5643,[]
5644,5644,[]
5645,5645,[]
5646,5646,[]
5647,5647,[]
5648,5648,[5440]
5649,5649,[]
5650,5650,[]
5651,5651,[]
5652,5652,[]
5653,5653,[]
5654,5654,[]
5655,5655,[]
5656,5656,[]
5657,5657,[]
5658,5658,[]
5659,5659,[]
5660,5660,"[5379, 5472, 5437, 5199]"
5661,5661,[]
5662,5662,[]
5663,5663,[]
5664,5664,[]
5665,5665,[]
5666,5666,[]
5667,5667,[]
5668,5668,[]
5669,5669,"[6007, 5855, 6016]"
5670,5670,[]
5671,5671,[]
5672,5672,[]
5673,5673,[]
5674,5674,[6528]
5675,5675,[]
5676,5676,[]
5677,5677,[]
5678,5678,[]
5679,5679,[]
5680,5680,[]
5681,5681,[]
5682,5682,[]
5683,5683,[]
5684,5684,[]
5685,5685,[]
5686,5686,[]
5687,5687,[]
5688,5688,[]
5689,5689,[]
5690,5690,[]
5691,5691,[]
5692,5692,[]
5693,5693,[]
5694,5694,[]
5695,5695,[]
5696,5696,[]
5697,5697,[]
5698,5698,[]
5699,5699,[]
5700,5700,[]
5701,5701,[]
5702,5702,[]
5703,5703,[4633]
5704,5704,[]
5705,5705,[]
5706,5706,[]
5707,5707,[]
5708,5708,"[5437, 5686]"
5709,5709,[]
5710,5710,[]
5711,5711,[]
5712,5712,[]
5713,5713,[]
5714,5714,[]
5715,5715,[]
5716,5716,[]
5717,5717,[]
5718,5718,[]
5719,5719,[]
5720,5720,[]
5721,5721,[5369]
5722,5722,[]
5723,5723,[]
5724,5724,[]
5725,5725,[]
5726,5726,[]
5727,5727,[]
5728,5728,[]
5729,5729,[]
5730,5730,[]
5731,5731,[]
5732,5732,[]
5733,5733,[]
5734,5734,[]
5735,5735,[]
5736,5736,[]
5737,5737,[]
5738,5738,[]
5739,5739,[]
5740,5740,[]
5741,5741,[]
5742,5742,[]
5743,5743,[]
5744,5744,[]
5745,5745,[]
5746,5746,[]
5747,5747,[]
5748,5748,[]
5749,5749,[]
5750,5750,[]
5751,5751,[5855]
5752,5752,[]
5753,5753,[]
5754,5754,[]
5755,5755,[]
5756,5756,[]
5757,5757,[]
5758,5758,[]
5759,5759,[]
5760,5760,[]
5761,5761,[]
5762,5762,[]
5763,5763,[]
5764,5764,[]
5765,5765,[]
5766,5766,[]
5767,5767,"[6112, 5402, 6113, 3157, 165, 88, 5773, 2206, 3308, 589]"
5768,5768,[6113]
5769,5769,"[5777, 5366, 6347]"
5770,5770,[]
5771,5771,[]
5772,5772,"[5435, 5773, 129]"
5773,5773,"[6387, 5979, 5382, 5380, 5375, 5492, 6022, 5778, 5977, 5365, 6450, 5416, 5584, 4576, 6112, 5372, 5436, 5769, 6025, 5100, 5493, 5368, 5417, 5597, 5245, 5428, 5395, 88, 3251, 5438, 5402, 5373, 4633, 6899, 5414, 5435, 5379, 5491, 6169, 5772, 5387, 5437, 5996, 5596, 5443, 5376, 5425, 6459, 6021, 31, 5366, 5605, 688, 6123, 5451, 5990, 5432, 5374, 320, 5798, 6186, 5794, 5498, 5367, 5361, 5780, 5363, 5422, 5406, 5431, 5424, 3873, 5447, 6396, 5369, 616, 6114, 5423, 5199, 6740, 556, 5986, 5988, 5384, 5488, 5378, 5642, 5364, 4750, 5377, 5408, 5102, 2282, 5449, 5386, 5413, 6006, 5266, 5362, 5547, 5669, 5433, 6128, 5389, 6841, 4574, 5771, 5629, 5404, 5768, 5426, 5611, 5453, 4575, 5388, 5980, 3462, 4573, 4744, 6113, 6339, 3500, 5770, 5767, 5371, 5660, 5439, 6134, 6946, 5583, 129, 5790, 5412]"
5774,5774,[5100]
5775,5775,[]
5776,5776,[]
5777,5777,"[5365, 5769, 5767]"
5778,5778,[]
5779,5779,[]
5780,5780,[]
5781,5781,[]
5782,5782,[]
5783,5783,[]
5784,5784,[]
5785,5785,[]
5786,5786,[]
5787,5787,[5767]
5788,5788,[]
5789,5789,[]
5790,5790,"[5437, 593, 6113]"
5791,5791,[]
5792,5792,[]
5793,5793,"[6112, 6622, 6931, 4870]"
5794,5794,[5611]
5795,5795,"[6173, 616, 5584, 2289, 5245, 5406]"
5796,5796,[5998]
5797,5797,[]
5798,5798,[]
5799,5799,[]
5800,5800,[]
5801,5801,[]
5802,5802,[]
5803,5803,[]
5804,5804,[]
5805,5805,[]
5806,5806,[]
5807,5807,[]
5808,5808,[]
5809,5809,[]
5810,5810,[]
5811,5811,[]
5812,5812,[]
5813,5813,[]
5814,5814,[]
5815,5815,[]
5816,5816,[]
5817,5817,[]
5818,5818,[]
5819,5819,[]
5820,5820,[]
5821,5821,[]
5822,5822,[]
5823,5823,[]
5824,5824,[5793]
5825,5825,[]
5826,5826,[]
5827,5827,[]
5828,5828,[]
5829,5829,[]
5830,5830,[5887]
5831,5831,[]
5832,5832,[]
5833,5833,[5767]
5834,5834,[]
5835,5835,[]
5836,5836,[]
5837,5837,[]
5838,5838,[]
5839,5839,[]
5840,5840,[]
5841,5841,[]
5842,5842,[]
5843,5843,[]
5844,5844,[]
5845,5845,[]
5846,5846,[]
5847,5847,[]
5848,5848,[]
5849,5849,[]
5850,5850,[]
5851,5851,[]
5852,5852,[]
5853,5853,"[5855, 5667, 6276]"
5854,5854,[]
5855,5855,[]
5856,5856,[]
5857,5857,[]
5858,5858,[]
5859,5859,[]
5860,5860,[]
5861,5861,[]
5862,5862,[]
5863,5863,[]
5864,5864,[]
5865,5865,[5910]
5866,5866,[]
5867,5867,[]
5868,5868,"[6340, 6303]"
5869,5869,[]
5870,5870,[]
5871,5871,[]
5872,5872,[]
5873,5873,[]
5874,5874,[]
5875,5875,[]
5876,5876,[]
5877,5877,[]
5878,5878,[]
5879,5879,[]
5880,5880,[]
5881,5881,[]
5882,5882,[]
5883,5883,[]
5884,5884,[]
5885,5885,[]
5886,5886,[]
5887,5887,[]
5888,5888,[]
5889,5889,[]
5890,5890,[]
5891,5891,[]
5892,5892,[]
5893,5893,[]
5894,5894,[]
5895,5895,[]
5896,5896,[]
5897,5897,[]
5898,5898,[]
5899,5899,[]
5900,5900,[]
5901,5901,[]
5902,5902,[]
5903,5903,[]
5904,5904,[]
5905,5905,[]
5906,5906,[]
5907,5907,[]
5908,5908,[]
5909,5909,[]
5910,5910,[]
5911,5911,[]
5912,5912,[]
5913,5913,[]
5914,5914,[]
5915,5915,[]
5916,5916,[]
5917,5917,[]
5918,5918,[]
5919,5919,[]
5920,5920,[]
5921,5921,[]
5922,5922,[]
5923,5923,[]
5924,5924,[]
5925,5925,[]
5926,5926,[]
5927,5927,[]
5928,5928,[]
5929,5929,[]
5930,5930,[]
5931,5931,[]
5932,5932,[]
5933,5933,[]
5934,5934,[]
5935,5935,"[6079, 6016, 6276]"
5936,5936,"[5365, 88, 5589, 5773, 5378, 5778, 3251, 5376, 6344, 593, 5347, 5245, 5785, 5656, 5362, 6417, 4222, 3141, 4768, 6128, 6120, 5767, 2509, 4575]"
5937,5937,[]
5938,5938,[]
5939,5939,"[6291, 6080, 6050, 5669, 5951]"
5940,5940,[]
5941,5941,[]
5942,5942,[6007]
5943,5943,[]
5944,5944,[]
5945,5945,[]
5946,5946,[]
5947,5947,[6067]
5948,5948,"[5669, 6007]"
5949,5949,[]
5950,5950,[]
5951,5951,"[6079, 6016, 6007, 5667, 5855, 5669, 6084, 6276]"
5952,5952,[]
5953,5953,[]
5954,5954,[]
5955,5955,[]
5956,5956,[]
5957,5957,[]
5958,5958,[]
5959,5959,[]
5960,5960,[]
5961,5961,[]
5962,5962,[]
5963,5963,[]
5964,5964,[]
5965,5965,[]
5966,5966,[]
5967,5967,[]
5968,5968,[]
5969,5969,[]
5970,5970,[]
5971,5971,[]
5972,5972,[]
5973,5973,[]
5974,5974,[]
5975,5975,[]
5976,5976,[3873]
5977,5977,[5367]
5978,5978,[]
5979,5979,"[5365, 5773, 18, 5364, 432, 4750, 197]"
5980,5980,[]
5981,5981,[]
5982,5982,[6113]
5983,5983,"[6173, 88, 5396, 5365, 3308, 5772, 6394, 5892, 5778, 5418, 6389, 5994, 5868, 5825, 4580, 6452, 6557, 5767]"
5984,5984,[]
5985,5985,"[5365, 6007, 4575, 5767]"
5986,5986,[]
5987,5987,[5365]
5988,5988,[]
5989,5989,"[5365, 5374, 6112, 6113, 5100, 5371, 165]"
5990,5990,[]
5991,5991,[]
5992,5992,[]
5993,5993,[]
5994,5994,"[5983, 5365, 5377, 5295]"
5995,5995,[]
5996,5996,[]
5997,5997,[]
5998,5998,[5796]
5999,5999,"[5769, 5374]"
6000,6000,[]
6001,6001,[]
6002,6002,[]
6003,6003,[]
6004,6004,[]
6005,6005,[5439]
6006,6006,[]
6007,6007,[]
6008,6008,[]
6009,6009,[]
6010,6010,[]
6011,6011,[]
6012,6012,[]
6013,6013,[]
6014,6014,[]
6015,6015,[]
6016,6016,[]
6017,6017,[]
6018,6018,[]
6019,6019,"[6007, 5751, 5669]"
6020,6020,[]
6021,6021,[]
6022,6022,[]
6023,6023,[5910]
6024,6024,[]
6025,6025,[]
6026,6026,[]
6027,6027,[]
6028,6028,[]
6029,6029,[]
6030,6030,[]
6031,6031,[]
6032,6032,[]
6033,6033,[]
6034,6034,[]
6035,6035,[]
6036,6036,[]
6037,6037,[]
6038,6038,[]
6039,6039,[]
6040,6040,[]
6041,6041,[]
6042,6042,[]
6043,6043,[]
6044,6044,[]
6045,6045,[]
6046,6046,[5773]
6047,6047,[]
6048,6048,[]
6049,6049,[]
6050,6050,"[6007, 6016, 5669]"
6051,6051,[6079]
6052,6052,[]
6053,6053,[]
6054,6054,[]
6055,6055,[]
6056,6056,[]
6057,6057,"[6007, 6080, 5669]"
6058,6058,[]
6059,6059,[]
6060,6060,[]
6061,6061,[]
6062,6062,[]
6063,6063,[]
6064,6064,[6007]
6065,6065,[]
6066,6066,[]
6067,6067,[]
6068,6068,"[5855, 6016]"
6069,6069,"[6079, 5667, 6616]"
6070,6070,[]
6071,6071,"[6079, 6269]"
6072,6072,[]
6073,6073,[]
6074,6074,[]
6075,6075,[]
6076,6076,[]
6077,6077,[]
6078,6078,[]
6079,6079,[]
6080,6080,[]
6081,6081,[]
6082,6082,"[6007, 6050, 5667]"
6083,6083,[]
6084,6084,[]
6085,6085,[]
6086,6086,[]
6087,6087,[]
6088,6088,[]
6089,6089,[]
6090,6090,"[6007, 5855, 5669]"
6091,6091,[]
6092,6092,[]
6093,6093,[]
6094,6094,[5420]
6095,6095,[]
6096,6096,"[6007, 6016]"
6097,6097,[]
6098,6098,"[6007, 5669]"
6099,6099,[6071]
6100,6100,[]
6101,6101,[]
6102,6102,[]
6103,6103,[]
6104,6104,"[5855, 5667]"
6105,6105,[]
6106,6106,[]
6107,6107,[]
6108,6108,[]
6109,6109,[]
6110,6110,[]
6111,6111,[]
6112,6112,"[3157, 88, 5767, 2206]"
6113,6113,"[6112, 5102, 5361, 5773, 6740]"
6114,6114,[]
6115,6115,[]
6116,6116,"[4576, 5361, 5773, 348]"
6117,6117,[]
6118,6118,[]
6119,6119,[]
6120,6120,[]
6121,6121,[]
6122,6122,[]
6123,6123,"[5366, 5364]"
6124,6124,[]
6125,6125,[]
6126,6126,[]
6127,6127,[]
6128,6128,[]
6129,6129,[]
6130,6130,[]
6131,6131,[]
6132,6132,[]
6133,6133,[]
6134,6134,[]
6135,6135,[]
6136,6136,[]
6137,6137,"[5365, 5771, 4392]"
6138,6138,[]
6139,6139,[]
6140,6140,[]
6141,6141,[]
6142,6142,[]
6143,6143,"[5367, 6017, 5611]"
6144,6144,[]
6145,6145,[]
6146,6146,[]
6147,6147,[]
6148,6148,[]
6149,6149,[]
6150,6150,"[5769, 5102]"
6151,6151,[]
6152,6152,[]
6153,6153,[]
6154,6154,[]
6155,6155,[]
6156,6156,[]
6157,6157,[]
6158,6158,[3024]
6159,6159,[]
6160,6160,[]
6161,6161,[]
6162,6162,[]
6163,6163,[]
6164,6164,[]
6165,6165,[]
6166,6166,[]
6167,6167,[]
6168,6168,[]
6169,6169,[]
6170,6170,[]
6171,6171,[5480]
6172,6172,[]
6173,6173,[]
6174,6174,[]
6175,6175,[]
6176,6176,"[5825, 5850, 6522, 66, 5841, 5838, 5407, 6622, 5721, 6485, 2289, 5611, 432, 6345, 5789, 6177, 129]"
6177,6177,[]
6178,6178,[]
6179,6179,[]
6180,6180,[]
6181,6181,"[6387, 6113, 5374, 5199, 589]"
6182,6182,[]
6183,6183,[]
6184,6184,[]
6185,6185,[]
6186,6186,[]
6187,6187,[]
6188,6188,[]
6189,6189,[]
6190,6190,[]
6191,6191,[]
6192,6192,[]
6193,6193,[]
6194,6194,[]
6195,6195,[]
6196,6196,[]
6197,6197,[]
6198,6198,[]
6199,6199,[]
6200,6200,[5772]
6201,6201,[]
6202,6202,[]
6203,6203,[]
6204,6204,[]
6205,6205,[]
6206,6206,[]
6207,6207,[]
6208,6208,[]
6209,6209,[]
6210,6210,[]
6211,6211,[]
6212,6212,[]
6213,6213,[]
6214,6214,[]
6215,6215,[]
6216,6216,[]
6217,6217,[]
6218,6218,[]
6219,6219,[]
6220,6220,[]
6221,6221,[]
6222,6222,[]
6223,6223,[]
6224,6224,[]
6225,6225,[]
6226,6226,[]
6227,6227,[]
6228,6228,[]
6229,6229,[]
6230,6230,[]
6231,6231,[]
6232,6232,[]
6233,6233,[]
6234,6234,[]
6235,6235,[]
6236,6236,[]
6237,6237,[]
6238,6238,[5910]
6239,6239,[]
6240,6240,[]
6241,6241,[]
6242,6242,[]
6243,6243,[]
6244,6244,[6084]
6245,6245,[]
6246,6246,[]
6247,6247,[]
6248,6248,[]
6249,6249,[]
6250,6250,[]
6251,6251,[]
6252,6252,[]
6253,6253,[]
6254,6254,[5826]
6255,6255,[]
6256,6256,[]
6257,6257,[]
6258,6258,[]
6259,6259,[]
6260,6260,[]
6261,6261,[]
6262,6262,[]
6263,6263,[]
6264,6264,[]
6265,6265,[]
6266,6266,[]
6267,6267,[]
6268,6268,[]
6269,6269,[]
6270,6270,[]
6271,6271,"[6007, 5855]"
6272,6272,"[6007, 6016, 5669]"
6273,6273,[]
6274,6274,[]
6275,6275,[]
6276,6276,"[6007, 5855, 6016, 5669]"
6277,6277,[]
6278,6278,[]
6279,6279,[]
6280,6280,[]
6281,6281,[]
6282,6282,[]
6283,6283,"[6068, 6090, 6269, 6057, 6272, 5948, 6613, 5939, 5855, 5951, 6007, 6085, 6291, 6672, 5751, 6070, 5669, 6276, 6626]"
6284,6284,[]
6285,6285,[]
6286,6286,[]
6287,6287,[]
6288,6288,"[6242, 197, 5838, 2509]"
6289,6289,[]
6290,6290,[]
6291,6291,"[6079, 5669, 6084, 6016, 5667]"
6292,6292,[]
6293,6293,[]
6294,6294,[]
6295,6295,[]
6296,6296,[]
6297,6297,[]
6298,6298,[]
6299,6299,[]
6300,6300,[]
6301,6301,[]
6302,6302,[]
6303,6303,[]
6304,6304,[]
6305,6305,[]
6306,6306,[]
6307,6307,[]
6308,6308,[6113]
6309,6309,[]
6310,6310,[]
6311,6311,[]
6312,6312,[]
6313,6313,[5767]
6314,6314,[]
6315,6315,[]
6316,6316,[]
6317,6317,[]
6318,6318,[]
6319,6319,[]
6320,6320,[]
6321,6321,[]
6322,6322,[]
6323,6323,[]
6324,6324,[]
6325,6325,[5486]
6326,6326,[]
6327,6327,[5669]
6328,6328,[]
6329,6329,[]
6330,6330,[4111]
6331,6331,[]
6332,6332,[]
6333,6333,[]
6334,6334,[]
6335,6335,[]
6336,6336,[]
6337,6337,[]
6338,6338,[]
6339,6339,[]
6340,6340,[3873]
6341,6341,[]
6342,6342,[]
6343,6343,[]
6344,6344,[]
6345,6345,[]
6346,6346,[]
6347,6347,[5769]
6348,6348,[]
6349,6349,[]
6350,6350,[]
6351,6351,[]
6352,6352,[]
6353,6353,[]
6354,6354,[]
6355,6355,[]
6356,6356,[]
6357,6357,[]
6358,6358,[]
6359,6359,[]
6360,6360,[]
6361,6361,[]
6362,6362,[]
6363,6363,[]
6364,6364,[]
6365,6365,[]
6366,6366,"[5245, 6128, 5767]"
6367,6367,[]
6368,6368,[]
6369,6369,[]
6370,6370,[]
6371,6371,[]
6372,6372,[]
6373,6373,[]
6374,6374,[]
6375,6375,[]
6376,6376,[]
6377,6377,[]
6378,6378,[]
6379,6379,[]
6380,6380,[]
6381,6381,[]
6382,6382,[]
6383,6383,[]
6384,6384,[]
6385,6385,[]
6386,6386,[]
6387,6387,[]
6388,6388,[]
6389,6389,[]
6390,6390,[]
6391,6391,"[4194, 6120, 5772, 6624, 616]"
6392,6392,"[5365, 6421, 432, 616, 5635, 5610, 5584]"
6393,6393,[]
6394,6394,[6593]
6395,6395,[]
6396,6396,[]
6397,6397,[]
6398,6398,[]
6399,6399,[]
6400,6400,[]
6401,6401,[]
6402,6402,[]
6403,6403,[]
6404,6404,[]
6405,6405,[]
6406,6406,[]
6407,6407,[]
6408,6408,[]
6409,6409,[]
6410,6410,[]
6411,6411,[]
6412,6412,[]
6413,6413,[]
6414,6414,[]
6415,6415,[]
6416,6416,[]
6417,6417,[]
6418,6418,[]
6419,6419,[]
6420,6420,[]
6421,6421,[]
6422,6422,[]
6423,6423,[]
6424,6424,[]
6425,6425,[]
6426,6426,[]
6427,6427,[]
6428,6428,[]
6429,6429,[]
6430,6430,[]
6431,6431,[]
6432,6432,[]
6433,6433,[]
6434,6434,[]
6435,6435,[]
6436,6436,[]
6437,6437,[]
6438,6438,[]
6439,6439,[]
6440,6440,[]
6441,6441,[]
6442,6442,[]
6443,6443,[]
6444,6444,[]
6445,6445,[]
6446,6446,[]
6447,6447,[]
6448,6448,[]
6449,6449,"[5470, 5604, 6876, 5611, 5785, 6183]"
6450,6450,[]
6451,6451,[]
6452,6452,"[5983, 5622]"
6453,6453,[]
6454,6454,[]
6455,6455,[]
6456,6456,[]
6457,6457,[]
6458,6458,[]
6459,6459,[5772]
6460,6460,[]
6461,6461,[]
6462,6462,[]
6463,6463,[]
6464,6464,[]
6465,6465,[]
6466,6466,[]
6467,6467,[]
6468,6468,[]
6469,6469,[]
6470,6470,[]
6471,6471,[]
6472,6472,[]
6473,6473,[]
6474,6474,[]
6475,6475,[]
6476,6476,[]
6477,6477,[]
6478,6478,[]
6479,6479,[]
6480,6480,[5588]
6481,6481,[]
6482,6482,[]
6483,6483,[]
6484,6484,[]
6485,6485,[]
6486,6486,[]
6487,6487,[6113]
6488,6488,[]
6489,6489,[]
6490,6490,[]
6491,6491,[]
6492,6492,[]
6493,6493,[]
6494,6494,[]
6495,6495,[]
6496,6496,[]
6497,6497,[]
6498,6498,[]
6499,6499,[]
6500,6500,[]
6501,6501,[]
6502,6502,[]
6503,6503,[]
6504,6504,[]
6505,6505,[]
6506,6506,[]
6507,6507,[]
6508,6508,[]
6509,6509,"[5619, 5364, 6522]"
6510,6510,[]
6511,6511,[]
6512,6512,[]
6513,6513,[]
6514,6514,[]
6515,6515,[]
6516,6516,"[5769, 5245, 5295]"
6517,6517,[]
6518,6518,[]
6519,6519,[]
6520,6520,[6625]
6521,6521,[]
6522,6522,[]
6523,6523,[]
6524,6524,[]
6525,6525,[]
6526,6526,[]
6527,6527,[]
6528,6528,[]
6529,6529,[]
6530,6530,[]
6531,6531,[]
6532,6532,[]
6533,6533,[]
6534,6534,[]
6535,6535,[]
6536,6536,[]
6537,6537,[]
6538,6538,[]
6539,6539,[]
6540,6540,[]
6541,6541,[]
6542,6542,[]
6543,6543,[]
6544,6544,[]
6545,6545,[]
6546,6546,[]
6547,6547,[]
6548,6548,[]
6549,6549,[]
6550,6550,[]
6551,6551,[]
6552,6552,[]
6553,6553,[]
6554,6554,[]
6555,6555,[]
6556,6556,[]
6557,6557,[]
6558,6558,[]
6559,6559,[]
6560,6560,[]
6561,6561,[]
6562,6562,[]
6563,6563,[]
6564,6564,[]
6565,6565,[]
6566,6566,[]
6567,6567,[]
6568,6568,[]
6569,6569,[]
6570,6570,[]
6571,6571,[]
6572,6572,"[6007, 5669]"
6573,6573,[]
6574,6574,[]
6575,6575,[]
6576,6576,[]
6577,6577,[]
6578,6578,[]
6579,6579,[]
6580,6580,[]
6581,6581,[]
6582,6582,[]
6583,6583,[]
6584,6584,[]
6585,6585,[]
6586,6586,[]
6587,6587,[]
6588,6588,[]
6589,6589,[]
6590,6590,[]
6591,6591,[]
6592,6592,[]
6593,6593,[6394]
6594,6594,[]
6595,6595,[]
6596,6596,[]
6597,6597,[]
6598,6598,[]
6599,6599,[]
6600,6600,[]
6601,6601,[]
6602,6602,[]
6603,6603,[]
6604,6604,[]
6605,6605,[]
6606,6606,[]
6607,6607,[]
6608,6608,[]
6609,6609,[]
6610,6610,[]
6611,6611,[]
6612,6612,[]
6613,6613,[]
6614,6614,[]
6615,6615,[]
6616,6616,"[6079, 6007]"
6617,6617,[6118]
6618,6618,[]
6619,6619,[]
6620,6620,[]
6621,6621,[]
6622,6622,[5793]
6623,6623,[]
6624,6624,[]
6625,6625,[]
6626,6626,[]
6627,6627,[]
6628,6628,[]
6629,6629,[]
6630,6630,[]
6631,6631,[]
6632,6632,[]
6633,6633,[]
6634,6634,[]
6635,6635,[]
6636,6636,[]
6637,6637,[]
6638,6638,[]
6639,6639,"[5365, 5378, 5366, 3873, 5364]"
6640,6640,[]
6641,6641,[]
6642,6642,[]
6643,6643,[6302]
